Period Start Date,Period End Date,Total Payable,Currency,Transaction Key,Transaction Posted Timestamp,Transaction Type,Transaction Description,Customer Order #,Customer Order line #,Purchase Order #,Purchase Order line #,Amount,Amount Type,Ship Qty,Commission Rate,Base Commission Rate,Transaction Reason Description,Partner Item Id,Partner GTIN,Partner Item Name,Product Tax Code,Ship to State,Ship to City,Ship to Zipcode,Contract Category,Product Type,Commission Rule,Shipping Method,Fulfillment Type,Fulfillment Details,Original Commission,Commission Incentive Program,Commission Saving,Customer Promo Type,Total Walmart Funded Savings Program,Campaign Id,Item Condition,Original charge,Charge Savings,Incentive Program Name,Ship to country,Store Id
"",,,,2026_07_22_1519442,07/21/2026,Sale,Purchase,200015010840159,1,129120229233165,1,25.98,Product Price,2,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,AL,Roanoke,36274,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_22_1519442,07/21/2026,Sale,Purchase,200015010840159,1,129120229233165,1,2.08,Product tax,2,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,AL,Roanoke,36274,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_22_1519442,07/21/2026,Sale,Purchase,200015010840159,1,129120229233165,1,-2.08,Product tax withheld,2,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,AL,Roanoke,36274,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_22_1519442,07/21/2026,Sale,Purchase,200015010840159,1,129120229233165,1,-3.90,Commission on Product,2,15.00,15.00,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,AL,Roanoke,36274,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-3.90,,0.00,,,,,,,,USA,
"",,,,2026_07_23_780778,07/22/2026,Sale,Purchase,200015010048359,3,129120335409960,3,11.99,Product Price,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NC,Dunn,28334,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_23_780778,07/22/2026,Sale,Purchase,200015010048359,3,129120335409960,3,0.83,Product tax,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NC,Dunn,28334,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_23_780778,07/22/2026,Sale,Purchase,200015010048359,3,129120335409960,3,-0.83,Product tax withheld,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NC,Dunn,28334,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_23_780778,07/22/2026,Sale,Purchase,200015010048359,3,129120335409960,3,-1.80,Commission on Product,1,15.00,15.00,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NC,Dunn,28334,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_23_854721,07/22/2026,Adjustment,WFS Fulfillment fee,200015010048359,3,129120335409960,3,-3.45,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NC,Dunn,28334,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_21_923855,07/20/2026,Adjustment,WFS Fulfillment fee,200015009988801,3,129120227042242,3,-3.45,Fee/Reimbursement,,,,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,NY,De Kalb Junction,13630,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_21_923856,07/20/2026,Sale,Purchase,200015009988801,3,129120227042242,3,20.99,Product Price,1,,,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,NY,De Kalb Junction,13630,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_21_923856,07/20/2026,Sale,Purchase,200015009988801,3,129120227042242,3,1.68,Product tax,1,,,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,NY,De Kalb Junction,13630,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_21_923856,07/20/2026,Sale,Purchase,200015009988801,3,129120227042242,3,-1.68,Product tax withheld,1,,,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,NY,De Kalb Junction,13630,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_21_923856,07/20/2026,Sale,Purchase,200015009988801,3,129120227042242,3,-3.15,Commission on Product,1,15.00,15.00,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,NY,De Kalb Junction,13630,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,-3.15,,0.00,,,,,,,,USA,
"",,,,2026_07_19_670678,07/18/2026,Adjustment,WFS Fulfillment fee,200015009985023,2,129120017936043,2,-3.45,Fee/Reimbursement,,,,,HM-OJN1-DYNW,00794302517464,Premium 2pk Mini +1 Free Shammy Cloth for Car Drying - 17?x13? - Super Absorbent Chamois Towel for Car - Scratch-Free Reusable & Soft,2038710,OH,Mount Vernon,43050,Home & Garden,Cleaning Cloths & Wipes,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_19_670679,07/18/2026,Sale,Purchase,200015009985023,2,129120017936043,2,12.99,Product Price,1,,,,HM-OJN1-DYNW,00794302517464,Premium 2pk Mini +1 Free Shammy Cloth for Car Drying - 17?x13? - Super Absorbent Chamois Towel for Car - Scratch-Free Reusable & Soft,2038710,OH,Mount Vernon,43050,Home & Garden,Cleaning Cloths & Wipes,BSE-65-11.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_19_670679,07/18/2026,Sale,Purchase,200015009985023,2,129120017936043,2,0.94,Product tax,1,,,,HM-OJN1-DYNW,00794302517464,Premium 2pk Mini +1 Free Shammy Cloth for Car Drying - 17?x13? - Super Absorbent Chamois Towel for Car - Scratch-Free Reusable & Soft,2038710,OH,Mount Vernon,43050,Home & Garden,Cleaning Cloths & Wipes,BSE-65-11.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_19_670679,07/18/2026,Sale,Purchase,200015009985023,2,129120017936043,2,-0.94,Product tax withheld,1,,,,HM-OJN1-DYNW,00794302517464,Premium 2pk Mini +1 Free Shammy Cloth for Car Drying - 17?x13? - Super Absorbent Chamois Towel for Car - Scratch-Free Reusable & Soft,2038710,OH,Mount Vernon,43050,Home & Garden,Cleaning Cloths & Wipes,BSE-65-11.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_19_670679,07/18/2026,Sale,Purchase,200015009985023,2,129120017936043,2,-1.95,Commission on Product,1,15.00,15.00,,HM-OJN1-DYNW,00794302517464,Premium 2pk Mini +1 Free Shammy Cloth for Car Drying - 17?x13? - Super Absorbent Chamois Towel for Car - Scratch-Free Reusable & Soft,2038710,OH,Mount Vernon,43050,Home & Garden,Cleaning Cloths & Wipes,BSE-65-11.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_13_1794726,07/12/2026,Sale,Purchase,200015009963134,2,119119461329689,2,21.98,Product Price,2,,,,W5-NJYR-VLnv,00794302517365,Premium Elastic Bandage Wrap - 4k (2x6in 2x4in) - Self-Closing Strong Compression Bandage Wrap for Waist Legs Elbow and Knee,2038723,VT,Dorset,05251,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_13_1794726,07/12/2026,Sale,Purchase,200015009963134,2,119119461329689,2,-3.30,Commission on Product,2,15.00,15.00,,W5-NJYR-VLnv,00794302517365,Premium Elastic Bandage Wrap - 4k (2x6in 2x4in) - Self-Closing Strong Compression Bandage Wrap for Waist Legs Elbow and Knee,2038723,VT,Dorset,05251,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-3.30,,0.00,,,,,,,,USA,
"",,,,2026_07_14_13295,07/13/2026,Adjustment,WFS Fulfillment fee,200015009963134,2,119119461329689,2,-6.90,Fee/Reimbursement,,,,,W5-NJYR-VLnv,00794302517365,Premium Elastic Bandage Wrap - 4k (2x6in 2x4in) - Self-Closing Strong Compression Bandage Wrap for Waist Legs Elbow and Knee,2038723,VT,Dorset,05251,Health & Personal Care,Adhesive Bandages,,,Walmart-fulfilled(WFS),,,,,,,,,-6.90,0.00,,USA,
"",,,,2026_07_19_856255,07/18/2026,Adjustment,WFS Fulfillment fee,200015009550122,11,129119915587481,11,-9.90,Fee/Reimbursement,,,,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,FL,North Fort Myers,33903,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-9.90,0.00,,USA,
"",,,,2026_07_19_856256,07/18/2026,Sale,Purchase,200015009550122,11,129119915587481,11,27.98,Product Price,2,,,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,FL,North Fort Myers,33903,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_19_856256,07/18/2026,Sale,Purchase,200015009550122,11,129119915587481,11,-4.20,Commission on Product,2,15.00,15.00,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,FL,North Fort Myers,33903,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,-4.20,,0.00,,,,,,,,USA,
"",,,,2026_07_12_798846,07/11/2026,Sale,Purchase,200015009453048,2,119119353044727,2,13.99,Product Price,1,,,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,IN,North Judson,46366,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_12_798846,07/11/2026,Sale,Purchase,200015009453048,2,119119353044727,2,0.98,Product tax,1,,,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,IN,North Judson,46366,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_12_798846,07/11/2026,Sale,Purchase,200015009453048,2,119119353044727,2,-0.98,Product tax withheld,1,,,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,IN,North Judson,46366,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_12_798846,07/11/2026,Sale,Purchase,200015009453048,2,119119353044727,2,-2.10,Commission on Product,1,15.00,15.00,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,IN,North Judson,46366,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,-2.10,,0.00,,,,,,,,USA,
"",,,,2026_07_12_817665,07/11/2026,Adjustment,WFS Fulfillment fee,200015009453048,2,119119353044727,2,-4.95,Fee/Reimbursement,,,,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,IN,North Judson,46366,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-4.95,0.00,,USA,
"",,,,2026_07_12_285767,07/11/2026,Adjustment,WFS Fulfillment fee,200015009450590,1,119119248373257,1,-3.45,Fee/Reimbursement,,,,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,CA,Cherry Valley,92223,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_12_285768,07/11/2026,Sale,Purchase,200015009450590,1,119119248373257,1,18.89,Product Price,1,,,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,CA,Cherry Valley,92223,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_12_285768,07/11/2026,Sale,Purchase,200015009450590,1,119119248373257,1,1.46,Product tax,1,,,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,CA,Cherry Valley,92223,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_12_285768,07/11/2026,Sale,Purchase,200015009450590,1,119119248373257,1,-1.46,Product tax withheld,1,,,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,CA,Cherry Valley,92223,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_12_285768,07/11/2026,Sale,Purchase,200015009450590,1,119119248373257,1,-2.83,Commission on Product,1,15.00,15.00,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,CA,Cherry Valley,92223,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-2.83,,0.00,,,,,,,,USA,
"",,,,2026_07_24_1500323,07/23/2026,Sale,Purchase,200015009331351,1,129120540892941,1,11.99,Product Price,1,,,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,TX,El Paso,79938,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_24_1500323,07/23/2026,Sale,Purchase,200015009331351,1,129120540892941,1,-1.80,Commission on Product,1,15.00,15.00,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,TX,El Paso,79938,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_24_1521967,07/23/2026,Adjustment,WFS Fulfillment fee,200015009331351,1,129120540892941,1,-3.45,Fee/Reimbursement,,,,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,TX,El Paso,79938,Health & Personal Care,Adhesive Bandages,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_18_1806471,07/17/2026,Adjustment,WFS Fulfillment fee,200015009099440,1,129120016796234,1,-3.45,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,CA,Fremont,94539,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_18_1806472,07/17/2026,Sale,Purchase,200015009099440,1,129120016796234,1,11.99,Product Price,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,CA,Fremont,94539,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_18_1806472,07/17/2026,Sale,Purchase,200015009099440,1,129120016796234,1,1.23,Product tax,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,CA,Fremont,94539,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_18_1806472,07/17/2026,Sale,Purchase,200015009099440,1,129120016796234,1,-1.23,Product tax withheld,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,CA,Fremont,94539,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_18_1806472,07/17/2026,Sale,Purchase,200015009099440,1,129120016796234,1,-1.80,Commission on Product,1,15.00,15.00,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,CA,Fremont,94539,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_18_774443,07/17/2026,Adjustment,WFS Fulfillment fee,200015009024101,3,129119810462348,3,-3.45,Fee/Reimbursement,,,,,QF-AZVE-XFNW,00794302517433,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 3pk Adult Reusable Cast Protectors - Half Arm Bag Sleeves,2038710,ME,Bristol,04539,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_18_774444,07/17/2026,Sale,Purchase,200015009024101,3,129119810462348,3,12.99,Product Price,1,,,,QF-AZVE-XFNW,00794302517433,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 3pk Adult Reusable Cast Protectors - Half Arm Bag Sleeves,2038710,ME,Bristol,04539,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_18_774444,07/17/2026,Sale,Purchase,200015009024101,3,129119810462348,3,0.71,Product tax,1,,,,QF-AZVE-XFNW,00794302517433,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 3pk Adult Reusable Cast Protectors - Half Arm Bag Sleeves,2038710,ME,Bristol,04539,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_18_774444,07/17/2026,Sale,Purchase,200015009024101,3,129119810462348,3,-0.71,Product tax withheld,1,,,,QF-AZVE-XFNW,00794302517433,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 3pk Adult Reusable Cast Protectors - Half Arm Bag Sleeves,2038710,ME,Bristol,04539,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_18_774444,07/17/2026,Sale,Purchase,200015009024101,3,129119810462348,3,-1.95,Commission on Product,1,15.00,15.00,,QF-AZVE-XFNW,00794302517433,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 3pk Adult Reusable Cast Protectors - Half Arm Bag Sleeves,2038710,ME,Bristol,04539,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
